Time,CLASSROOM_9D637254:WUHAN ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CLASSROOM_9D637254:WUHAN AUGUST .4% CONDNS DB=>MCWB:Des Sens Cool Load [W],CLASSROOM_9D637254:WUHAN ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CLASSROOM_9D637254:WUHAN AUGUST .4% CONDNS DB=>MCWB:Des Cool Mass Flow [kg/s],CLASSROOM_9D637254::Des Latent Heat Load [W],CLASSROOM_9D637254::Des Latent Cool Load [W],CLASSROOM_9D637254::Des Latent Heat Mass Flow [kg/s],CLASSROOM_9D637254::Des Latent Cool Mass Flow [kg/s],CLASSROOM_9D637254::Des Heat Load No DOAS [W],CLASSROOM_9D637254::Des Sens Cool Load No DOAS [W],CLASSROOM_9D637254::Des Latent Heat Load No DOAS [W],CLASSROOM_9D637254::Des Latent Cool Load No DOAS [W],CLASSROOM_9D637254:WUHAN ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],CLASSROOM_9D637254:WUHAN ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],CLASSROOM_9D637254:WUHAN AUGUST .4% CONDNS DB=>MCWB:Cooling Zone Temperature [C],CLASSROOM_9D637254:WUHAN AUGUST .4% CONDNS DB=>MCWB:Cooling Zone Relative Humidity [%]
00:10:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.233797E+00,4.554790E+01,2.635699E+01,1.000000E+02
00:20:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.233453E+00,4.554896E+01,2.631684E+01,1.000000E+02
00:30:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.233112E+00,4.555002E+01,2.627749E+01,1.000000E+02
00:40:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.232773E+00,4.555107E+01,2.623876E+01,1.000000E+02
00:50:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.232437E+00,4.555211E+01,2.620050E+01,1.000000E+02
01:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.232103E+00,4.555314E+01,2.616263E+01,1.000000E+02
01:10:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.231772E+00,4.555417E+01,2.612508E+01,1.000000E+02
01:20:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.231443E+00,4.555519E+01,2.608815E+01,1.000000E+02
01:30:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.231117E+00,4.555620E+01,2.605193E+01,1.000000E+02
01:40:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.230792E+00,4.555720E+01,2.601631E+01,1.000000E+02
01:50:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.230471E+00,4.555820E+01,2.598118E+01,1.000000E+02
02:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.230151E+00,4.555919E+01,2.594646E+01,1.000000E+02
02:10:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.229834E+00,4.556017E+01,2.591210E+01,1.000000E+02
02:20:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.229519E+00,4.556114E+01,2.587824E+01,1.000000E+02
02:30:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.229207E+00,4.556211E+01,2.584491E+01,1.000000E+02
02:40:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.228896E+00,4.556307E+01,2.581204E+01,1.000000E+02
02:50:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.228588E+00,4.556402E+01,2.577957E+01,1.000000E+02
03:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.228283E+00,4.556497E+01,2.574745E+01,1.000000E+02
03:10:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.227979E+00,4.556591E+01,2.571564E+01,1.000000E+02
03:20:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.227678E+00,4.556684E+01,2.568412E+01,1.000000E+02
03:30:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.227378E+00,4.556777E+01,2.565287E+01,1.000000E+02
03:40:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.227081E+00,4.556869E+01,2.562187E+01,1.000000E+02
03:50:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.226787E+00,4.556960E+01,2.559111E+01,1.000000E+02
04:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.226494E+00,4.557051E+01,2.556056E+01,1.000000E+02
04:10:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.226203E+00,4.557141E+01,2.553021E+01,1.000000E+02
04:20:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.225915E+00,4.557230E+01,2.550021E+01,1.000000E+02
04:30:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.225629E+00,4.557319E+01,2.547060E+01,1.000000E+02
04:40:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.225344E+00,4.557407E+01,2.544136E+01,1.000000E+02
04:50:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.225062E+00,4.557494E+01,2.541241E+01,1.000000E+02
05:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.224782E+00,4.557581E+01,2.538373E+01,1.000000E+02
05:10:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.224504E+00,4.557667E+01,2.535530E+01,1.000000E+02
05:20:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.224228E+00,4.557753E+01,2.532783E+01,1.000000E+02
05:30:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.223954E+00,4.557838E+01,2.530151E+01,1.000000E+02
05:40:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.223682E+00,4.557922E+01,2.527619E+01,1.000000E+02
05:50:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.223411E+00,4.558006E+01,2.525164E+01,1.000000E+02
06:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.223143E+00,4.558089E+01,2.522774E+01,1.000000E+02
06:10:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.222877E+00,4.558171E+01,2.520535E+01,1.000000E+02
06:20:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.222613E+00,4.558253E+01,2.518809E+01,9.999839E+01
06:30:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.222350E+00,4.558334E+01,2.518089E+01,9.995354E+01
06:40:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.222090E+00,4.558415E+01,2.518530E+01,9.984484E+01
